"","X1","subject_ids","diff_species","choice","Imj1","Imj2","Img3","CamNum","SD_card_num","ForestType","ForestName","round","Date_Out","Date_Checked","Use_End_Date","Forest","Species","Diet"
"112",175,40303375,1,"DEERWHITETAILED","04_12_BC_000019.JPG","04_12_BC_000020.JPG","04_12_BC_000021.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","White-tailed Deer","Herbivore"
"113",176,40303376,1,"DEERWHITETAILED","04_12_BC_000022.JPG","04_12_BC_000023.JPG","04_12_BC_000024.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","White-tailed Deer","Herbivore"
"114",177,40303377,1,"DEERWHITETAILED","04_12_BC_000025.JPG","04_12_BC_000026.JPG","04_12_BC_000027.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","White-tailed Deer","Herbivore"
"115",178,40303378,1,"SQUIRRELGRAY","04_12_BC_000028.JPG","04_12_BC_000029.JPG","04_12_BC_000030.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","Gray Squirrel","Omnivore"
"116",179,40303379,1,"SQUIRRELGRAY","04_12_BC_000031.JPG","04_12_BC_000032.JPG","04_12_BC_000033.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","Gray Squirrel","Omnivore"
"117",180,40303382,1,"SQUIRRELGRAY","04_12_BC_000034.JPG","04_12_BC_000035.JPG","04_12_BC_000036.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","Gray Squirrel","Omnivore"
"118",181,40303383,1,"SQUIRRELGRAY","04_12_BC_000037.JPG","04_12_BC_000038.JPG","04_12_BC_000039.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","Gray Squirrel","Omnivore"
"119",183,40303387,1,"DEERWHITETAILED","04_12_BC_000043.JPG","04_12_BC_000044.JPG","04_12_BC_000045.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","White-tailed Deer","Herbivore"
"120",184,40303388,1,"DEERWHITETAILED","04_12_BC_000046.JPG","04_12_BC_000047.JPG","04_12_BC_000048.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","White-tailed Deer","Herbivore"
"121",185,40303396,1,"SQUIRRELGRAY","04_12_BC_000049.JPG","04_12_BC_000050.JPG","04_12_BC_000051.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","Gray Squirrel","Omnivore"
"122",186,40303407,1,"SQUIRRELGRAY","04_12_BC_000052.JPG","04_12_BC_000053.JPG","04_12_BC_000054.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","Gray Squirrel","Omnivore"
"123",187,40303408,1,"OTHERSMALLMAMMAL","04_12_BC_000055.JPG","04_12_BC_000056.JPG","04_12_BC_000057.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","Other Small Mammal","Omnivore"
"124",188,40303410,1,"SQUIRRELGRAY","04_12_BC_000058.JPG","04_12_BC_000059.JPG","04_12_BC_000060.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","Gray Squirrel","Omnivore"
"125",189,40303412,1,"OTHERSMALLMAMMAL","04_12_BC_000061.JPG","04_12_BC_000062.JPG","04_12_BC_000063.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","Other Small Mammal","Omnivore"
"126",191,40303414,1,"RACCOON","04_12_BC_000067.JPG","04_12_BC_000068.JPG","04_12_BC_000069.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","Raccoon","Mesocarnivore"
"127",192,40303415,1,"SQUIRRELGRAY","04_12_BC_000070.JPG","04_12_BC_000071.JPG","04_12_BC_000072.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","Gray Squirrel","Omnivore"
"128",193,40303419,1,"SQUIRRELGRAY","04_12_BC_000073.JPG","04_12_BC_000074.JPG","04_12_BC_000075.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","Gray Squirrel","Omnivore"
"129",194,40303423,1,"RACCOON","04_12_BC_000076.JPG","04_12_BC_000077.JPG","04_12_BC_000078.JPG",4,12,"Deciduous","BC",4,"10/19/19","2/2/20","12/15/19","Beaver Creek","Raccoon","Mesocarnivore"
"130",201,31428297,1,"DEERWHITETAILED","04_26_WF_000019.JPG","04_26_WF_000020.JPG","04_26_WF_000021.JPG",4,26,"Pine","WF",1,"11/17/18","1/31/19","1/10/19","Whiskey Flats","White-tailed Deer","Herbivore"
"131",202,31428298,1,"DEERWHITETAILED","04_26_WF_000022.JPG","04_26_WF_000023.JPG","04_26_WF_000024.JPG",4,26,"Pine","WF",1,"11/17/18","1/31/19","1/10/19","Whiskey Flats","White-tailed Deer","Herbivore"
"132",203,31428299,1,"DEERWHITETAILED","04_26_WF_000025.JPG","04_26_WF_000026.JPG","04_26_WF_000027.JPG",4,26,"Pine","WF",1,"11/17/18","1/31/19","1/10/19","Whiskey Flats","White-tailed Deer","Herbivore"
"133",204,31428300,1,"DEERWHITETAILED","04_26_WF_000028.JPG","04_26_WF_000029.JPG","04_26_WF_000030.JPG",4,26,"Pine","WF",1,"11/17/18","1/31/19","1/10/19","Whiskey Flats","White-tailed Deer","Herbivore"
"134",205,31428301,1,"COYOTE","04_26_WF_000031.JPG","04_26_WF_000032.JPG","04_26_WF_000033.JPG",4,26,"Pine","WF",1,"11/17/18","1/31/19","1/10/19","Whiskey Flats","Coyote","Mesocarnivore"
"135",206,31428302,1,"DEERWHITETAILED","04_26_WF_000034.JPG","04_26_WF_000035.JPG","04_26_WF_000036.JPG",4,26,"Pine","WF",1,"11/17/18","1/31/19","1/10/19","Whiskey Flats","White-tailed Deer","Herbivore"
"136",208,31428304,1,"COYOTE","04_26_WF_000040.JPG","04_26_WF_000041.JPG","04_26_WF_000042.JPG",4,26,"Pine","WF",1,"11/17/18","1/31/19","1/10/19","Whiskey Flats","Coyote","Mesocarnivore"
"137",210,31428306,1,"COYOTE","04_26_WF_000046.JPG","04_26_WF_000047.JPG","04_26_WF_000048.JPG",4,26,"Pine","WF",1,"11/17/18","1/31/19","1/10/19","Whiskey Flats","Coyote","Mesocarnivore"
"138",218,37156611,1,"DEERWHITETAILED","04_36_WF_000019.JPG","04_36_WF_000020.JPG","04_36_WF_000021.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"139",219,37156612,1,"DEERWHITETAILED","04_36_WF_000022.JPG","04_36_WF_000023.JPG","04_36_WF_000024.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"140",220,37156613,1,"DEERWHITETAILED","04_36_WF_000025.JPG","04_36_WF_000026.JPG","04_36_WF_000027.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"141",221,37156614,1,"DEERWHITETAILED","04_36_WF_000028.JPG","04_36_WF_000029.JPG","04_36_WF_000030.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"142",222,37156615,1,"DEERWHITETAILED","04_36_WF_000031.JPG","04_36_WF_000032.JPG","04_36_WF_000033.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"143",224,37156617,1,"DEERWHITETAILED","04_36_WF_000037.JPG","04_36_WF_000038.JPG","04_36_WF_000039.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"144",225,37156618,1,"DEERWHITETAILED","04_36_WF_000040.JPG","04_36_WF_000041.JPG","04_36_WF_000042.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"145",226,37156619,1,"DEERWHITETAILED","04_36_WF_000043.JPG","04_36_WF_000044.JPG","04_36_WF_000045.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"146",227,37156620,1,"DEERWHITETAILED","04_36_WF_000046.JPG","04_36_WF_000047.JPG","04_36_WF_000048.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"147",228,37156621,1,"BLACKBEAR","04_36_WF_000049.JPG","04_36_WF_000050.JPG","04_36_WF_000051.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","Black Bear","Omnivore"
"148",229,37156622,1,"DEERWHITETAILED","04_36_WF_000052.JPG","04_36_WF_000053.JPG","04_36_WF_000054.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"149",231,37156624,1,"DEERWHITETAILED","04_36_WF_000058.JPG","04_36_WF_000059.JPG","04_36_WF_000060.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"150",232,37156625,1,"DEERWHITETAILED","04_36_WF_000061.JPG","04_36_WF_000062.JPG","04_36_WF_000063.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"151",233,37156626,1,"DEERWHITETAILED","04_36_WF_000064.JPG","04_36_WF_000065.JPG","04_36_WF_000066.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"152",234,37156627,1,"DEERWHITETAILED","04_36_WF_000067.JPG","04_36_WF_000068.JPG","04_36_WF_000069.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"153",236,37156629,1,"DEERWHITETAILED","04_36_WF_000082.JPG","04_36_WF_000083.JPG",NA,4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"154",237,37156630,1,"DEERWHITETAILED","04_36_WF_000085.JPG","04_36_WF_000086.JPG",NA,4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"155",238,37156631,1,"FISHER","04_36_WF_000088.JPG","04_36_WF_000089.JPG",NA,4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","Fisher","Mesocarnivore"
"156",239,37156632,1,"FISHER","04_36_WF_000091.JPG","04_36_WF_000092.JPG","04_36_WF_000093.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","Fisher","Mesocarnivore"
"157",240,37156633,1,"DEERWHITETAILED","04_36_WF_000097.JPG","04_36_WF_000098.JPG",NA,4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"158",241,37156634,1,"DEERWHITETAILED","04_36_WF_000100.JPG","04_36_WF_000101.JPG","04_36_WF_000102.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"159",242,37156635,1,"DEERWHITETAILED","04_36_WF_000103.JPG","04_36_WF_000104.JPG","04_36_WF_000105.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"160",243,37156636,1,"DEERWHITETAILED","04_36_WF_000106.JPG","04_36_WF_000107.JPG",NA,4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"161",244,37156637,1,"DEERWHITETAILED","04_36_WF_000109.JPG","04_36_WF_000110.JPG","04_36_WF_000111.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"162",245,37156638,1,"DEERWHITETAILED","04_36_WF_000112.JPG","04_36_WF_000113.JPG","04_36_WF_000114.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"163",246,37156639,2,"DEERWHITETAILED","04_36_WF_000115.JPG","04_36_WF_000116.JPG","04_36_WF_000117.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"164",247,37156640,1,"DEERWHITETAILED","04_36_WF_000118.JPG","04_36_WF_000119.JPG","04_36_WF_000120.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"165",248,37156641,1,"DEERWHITETAILED","04_36_WF_000121.JPG","04_36_WF_000122.JPG","04_36_WF_000123.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"166",250,37156643,1,"FISHER","04_36_WF_000127.JPG","04_36_WF_000128.JPG","04_36_WF_000129.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","Fisher","Mesocarnivore"
"167",252,37156645,1,"DEERWHITETAILED","04_36_WF_000133.JPG","04_36_WF_000134.JPG","04_36_WF_000135.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"168",253,37156646,1,"DEERWHITETAILED","04_36_WF_000136.JPG","04_36_WF_000137.JPG","04_36_WF_000138.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"169",254,37156647,1,"DEERWHITETAILED","04_36_WF_000139.JPG","04_36_WF_000140.JPG","04_36_WF_000141.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"170",256,37156649,1,"DEERWHITETAILED","04_36_WF_000145.JPG","04_36_WF_000146.JPG","04_36_WF_000147.JPG",4,36,"Pine","WF",2,"1/31/19","5/15/19","3/26/19","Whiskey Flats","White-tailed Deer","Herbivore"
"171",259,39638718,1,"DEERWHITETAILED","05_34_WF_000007.JPG","05_34_WF_000008.JPG","05_34_WF_000009.JPG",5,34,"Pine","WF",4,"9/29/19","12/6/19","12/6/19","Whiskey Flats","White-tailed Deer","Herbivore"
"172",260,39638795,1,"RACCOON","05_34_WF_000010.JPG","05_34_WF_000011.JPG","05_34_WF_000012.JPG",5,34,"Pine","WF",4,"9/29/19","12/6/19","12/6/19","Whiskey Flats","Raccoon","Mesocarnivore"
"173",262,39638963,1,"RACCOON","05_34_WF_000016.JPG","05_34_WF_000017.JPG","05_34_WF_000018.JPG",5,34,"Pine","WF",4,"9/29/19","12/6/19","12/6/19","Whiskey Flats","Raccoon","Mesocarnivore"
"174",263,39638997,1,"RACCOON","05_34_WF_000020.JPG","05_34_WF_000019.JPG","05_34_WF_000021.JPG",5,34,"Pine","WF",4,"9/29/19","12/6/19","12/6/19","Whiskey Flats","Raccoon","Mesocarnivore"
"175",266,39639379,1,"DEERWHITETAILED","05_34_WF_000028.JPG","05_34_WF_000029.JPG","05_34_WF_000030.JPG",5,34,"Pine","WF",4,"9/29/19","12/6/19","12/6/19","Whiskey Flats","White-tailed Deer","Herbivore"
"176",268,39639590,1,"DEERWHITETAILED","05_34_WF_000034.JPG","05_34_WF_000036.JPG","05_34_WF_000035.JPG",5,34,"Pine","WF",4,"9/29/19","12/6/19","12/6/19","Whiskey Flats","White-tailed Deer","Herbivore"
"177",270,39639703,2,"DEERWHITETAILED","05_34_WF_000040.JPG","05_34_WF_000041.JPG","05_34_WF_000042.JPG",5,34,"Pine","WF",4,"9/29/19","12/6/19","12/6/19","Whiskey Flats","White-tailed Deer","Herbivore"
"178",271,39639704,1,"DEERWHITETAILED","05_34_WF_000043.JPG","05_34_WF_000044.JPG","05_34_WF_000045.JPG",5,34,"Pine","WF",4,"9/29/19","12/6/19","12/6/19","Whiskey Flats","White-tailed Deer","Herbivore"
"179",272,39639851,1,"DEERWHITETAILED","05_34_WF_000046.JPG","05_34_WF_000047.JPG","05_34_WF_000048.JPG",5,34,"Pine","WF",4,"9/29/19","12/6/19","12/6/19","Whiskey Flats","White-tailed Deer","Herbivore"
"180",273,39639905,1,"DEERWHITETAILED","05_34_WF_000050.JPG","05_34_WF_000049.JPG",NA,5,34,"Pine","WF",4,"9/29/19","12/6/19","12/6/19","Whiskey Flats","White-tailed Deer","Herbivore"
"181",274,39639943,1,"DEERWHITETAILED","05_34_WF_000052.JPG","05_34_WF_000053.JPG","05_34_WF_000054.JPG",5,34,"Pine","WF",4,"9/29/19","12/6/19","12/6/19","Whiskey Flats","White-tailed Deer","Herbivore"
"182",275,39639959,1,"DEERWHITETAILED","05_34_WF_000055.JPG","05_34_WF_000056.JPG","05_34_WF_000057.JPG",5,34,"Pine","WF",4,"9/29/19","12/6/19","12/6/19","Whiskey Flats","White-tailed Deer","Herbivore"
"183",276,39639968,2,"DEERWHITETAILED","05_34_WF_000058.JPG","05_34_WF_000059.JPG","05_34_WF_000060.JPG",5,34,"Pine","WF",4,"9/29/19","12/6/19","12/6/19","Whiskey Flats","White-tailed Deer","Herbivore"
"184",278,39640002,1,"DEERWHITETAILED","05_34_WF_000064.JPG","05_34_WF_000065.JPG","05_34_WF_000066.JPG",5,34,"Pine","WF",4,"9/29/19","12/6/19","12/6/19","Whiskey Flats","White-tailed Deer","Herbivore"
"185",283,37820161,1,"DEERWHITETAILED","06_41_DON_05210004.JPG","06_41_DON_05210005.JPG","06_41_DON_05210006.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"186",284,37820162,2,"DEERWHITETAILED","06_41_DON_05210007.JPG","06_41_DON_05210008.JPG","06_41_DON_05210009.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"187",285,37820164,2,"DEERWHITETAILED","06_41_DON_05210010.JPG","06_41_DON_05210011.JPG","06_41_DON_05210012.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"188",286,37820165,2,"DEERWHITETAILED","06_41_DON_05210013.JPG","06_41_DON_05210014.JPG","06_41_DON_05210015.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"189",287,37820166,1,"DEERWHITETAILED","06_41_DON_05210016.JPG","06_41_DON_05210017.JPG","06_41_DON_05210018.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"190",288,37820201,1,"FOXRED","06_41_DON_05210019.JPG","06_41_DON_05210020.JPG",NA,6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","Red Fox","Mesocarnivore"
"191",290,37820259,1,"DEERWHITETAILED","06_41_DON_05220025.JPG","06_41_DON_05220026.JPG","06_41_DON_05220027.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"192",291,37820314,1,"COYOTE","06_41_DON_05240028.JPG","06_41_DON_05240029.JPG","06_41_DON_05240030.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","Coyote","Mesocarnivore"
"193",292,37820331,1,"DEERWHITETAILED","06_41_DON_05250031.JPG","06_41_DON_05250032.JPG","06_41_DON_05250033.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"194",297,37820449,1,"DEERWHITETAILED","06_41_DON_05300055.JPG","06_41_DON_05300056.JPG","06_41_DON_05300057.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"195",298,37820452,1,"DEERWHITETAILED","06_41_DON_05300058.JPG","06_41_DON_05300059.JPG","06_41_DON_05300060.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"196",299,37820453,2,"DEERWHITETAILED","06_41_DON_05300061.JPG","06_41_DON_05300062.JPG","06_41_DON_05300063.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"197",300,37820454,2,"DEERWHITETAILED","06_41_DON_05300064.JPG","06_41_DON_05300065.JPG","06_41_DON_05300066.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"198",302,37820457,1,"DEERWHITETAILED","06_41_DON_05300070.JPG","06_41_DON_05300071.JPG","06_41_DON_05300072.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"199",303,37820460,1,"DEERWHITETAILED","06_41_DON_05310073.JPG","06_41_DON_05310074.JPG","06_41_DON_05310075.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"200",306,37820590,1,"DEERWHITETAILED","06_41_DON_06040082.JPG","06_41_DON_06040083.JPG","06_41_DON_06040084.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"201",309,37820998,1,"DEERWHITETAILED","06_41_DON_06140091.JPG","06_41_DON_06140092.JPG","06_41_DON_06140093.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"202",310,37821000,2,"DEERWHITETAILED","06_41_DON_06140094.JPG","06_41_DON_06140095.JPG","06_41_DON_06140096.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"203",311,37821171,1,"DEERWHITETAILED","06_41_DON_06150097.JPG","06_41_DON_06150098.JPG","06_41_DON_06150099.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"204",312,37821202,1,"COYOTE","06_41_DON_06160100.JPG","06_41_DON_06160101.JPG","06_41_DON_06160102.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","Coyote","Mesocarnivore"
"205",313,37821358,1,"DEERWHITETAILED","06_41_DON_06200103.JPG","06_41_DON_06200104.JPG","06_41_DON_06200105.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"206",314,37821942,1,"DEERWHITETAILED","06_41_DON_06300109.JPG","06_41_DON_06300110.JPG","06_41_DON_06300111.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"207",315,37822056,1,"DEERWHITETAILED","06_41_DON_07060112.JPG","06_41_DON_07060113.JPG","06_41_DON_07060114.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"208",316,37822057,1,"DEERWHITETAILED","06_41_DON_07060115.JPG","06_41_DON_07060116.JPG","06_41_DON_07060117.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"209",318,37822110,2,"DEERWHITETAILED","06_41_DON_07090121.JPG","06_41_DON_07090122.JPG","06_41_DON_07090123.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"210",320,37822253,1,"DEERWHITETAILED","06_41_DON_07160127.JPG","06_41_DON_07160128.JPG","06_41_DON_07160129.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"211",321,37822308,1,"BLACKBEAR","06_41_DON_07190130.JPG","06_41_DON_07190131.JPG","06_41_DON_07190132.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","Black Bear","Omnivore"
"212",322,37822322,1,"DEERWHITETAILED","06_41_DON_07190133.JPG","06_41_DON_07190134.JPG","06_41_DON_07190135.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"213",323,37822324,1,"DEERWHITETAILED","06_41_DON_07190136.JPG","06_41_DON_07190137.JPG","06_41_DON_07190138.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"214",324,37822325,1,"DEERWHITETAILED","06_41_DON_07190139.JPG","06_41_DON_07190140.JPG","06_41_DON_07190141.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"215",325,37822336,1,"DEERWHITETAILED","06_41_DON_07200142.JPG","06_41_DON_07200143.JPG","06_41_DON_07200144.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"216",326,37822368,2,"DEERWHITETAILED","06_41_DON_07220145.JPG","06_41_DON_07220146.JPG","06_41_DON_07220147.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"217",327,37822392,1,"DEERWHITETAILED","06_41_DON_07240148.JPG","06_41_DON_07240149.JPG","06_41_DON_07240150.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"218",329,37822746,1,"DEERWHITETAILED","06_41_DON_08070154.JPG","06_41_DON_08070155.JPG","06_41_DON_08070156.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"219",331,37822752,1,"DEERWHITETAILED","06_41_DON_08080160.JPG","06_41_DON_08080161.JPG","06_41_DON_08080162.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"220",332,37822954,1,"DEERWHITETAILED","06_41_DON_08130163.JPG","06_41_DON_08130164.JPG","06_41_DON_08130165.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"221",333,37822959,1,"DEERWHITETAILED","06_41_DON_08130166.JPG","06_41_DON_08130167.JPG","06_41_DON_08130168.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"222",334,37822961,1,"DEERWHITETAILED","06_41_DON_08130169.JPG","06_41_DON_08130170.JPG","06_41_DON_08130171.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
"223",335,37823035,1,"DEERWHITETAILED","06_41_DON_08180172.JPG","06_41_DON_08180173.JPG","06_41_DON_08180174.JPG",6,41,"Deciduous","DON",3,"5/16/19","9/7/19","9/6/19","Donnerville","White-tailed Deer","Herbivore"
